"City","Description","References"
"Amadora","Until recently, Amadora was a predominantly rural area, but it is now a highly developed town, although it has preserved some interesting monuments. Marking the boundary with the city of Lisbon, are the Portas de Benfica, a curious construction from the early 20th century with eight turrets, where traffic used to pay a fee, like an old-fashioned toll.\n\nCasa Roque Gameiro is an essential visit, not just because it is the former home of the painter and houses part of his collection, but also because it is a perfect example of the architectural concept of the Casa Portuguesa.\n\nAn important archaeological discovery in 1932 was the Grutas de Carenque, dating back to the third millennium bce. Fundamental for an understanding of Portuguese prehistory, the caves are a necropolis with three collective sepulchres carved out of the rock, examples of Mediterranean burial culture. Guided  visits can be arranged by appointment at the Museu Municipal de Arqueologia da Amadora.\n\nIt is also in Amadora that the Aqueduto das Águas Livres begins, and the Mãe d'Água Nova and Mãe d'Água Velha are both open to visitors.\n\nWhile you are here, visit the Igreja de Nossa Senhora da Conceição da Lapa.","https://www.visitlisboa.com/pt-pt/regions/arredores-de-lisboa/amadora"
"Braga","Portugal’s third-largest city is an elegant town laced with ancient narrow lanes closed to vehicles, strewn with plazas and a splendid array of baroque churches. The constant chiming of bells is a reminder of Braga’s age-old devotion to the spiritual world. Its religious festivals – particularly the elaborately staged Semana Santa (Holy Week) – are famous throughout Portugal. But don’t come expecting piety alone: Braga’s upscale old centre is packed with lively cafes and trim boutiques, some excellent restaurants and low-key bars catering to students from the Universidade do Minho.\n\nJust east of the city stands the magnificent, much-visited hillside church and sanctuary of Bom Jesus do Monte, one of Portugal's most iconic tourist attractions.","https://www.lonelyplanet.com/portugal/the-north/braga"
"Setúbal","The thriving port town of Setúbal (shtoo-bahl) makes a terrific base for exploring the region’s natural assets. Top of the must-do list is a cruise to the marshy wetlands of the Sado estuary, the splashy playground of bottlenose dolphins, flocks of white storks (spring and summer), and wintering flamingos that make the water fizz like pink champagne. You can hike or bike along the dramatic, pine-brushed coastline of Parque Natural da Arrábida, or simply soak up rays on nearby sandy beaches.\n\nBack in town, it’s worth taking a stroll through the squares in the pedestrianised old town and clambering up to the hilltop fortress for views over the estuary. The fish reeled the Romans to Setúbal in 412, so it’s no surprise that seafood here is delicious. On Avenida Luísa Todi, locals happily while away hours polishing off enormous platters of choco frito and carafes of white wine.","https://www.lonelyplanet.com/portugal/lisbon/setubal"
"Coimbra","Rising scenically from the Rio Mondego, Coimbra is an animated city steeped in history. It was Portugal’s medieval capital for more than a century and it's home to the country’s oldest and most prestigious university. Its steeply stacked historic centre dates to Moorish times and is wonderfully atmospheric, with its dark cobbled lanes and monumental cathedral. On summer evenings, the city’s old stone walls reverberate with the haunting metallic notes of the guitarra (Portuguese guitar) and the full, deep voices of fado singers.\n\nThe city is at its best during university term time, when the students bring a youthful energy to the streets, thronging bars and partying at weekends. Their presence also adds a political edge – witness the graffiti scrawled outside the repúblicas (communal student dwellings) addressing the political issues of the day.","https://www.lonelyplanet.com/portugal/central-portugal/coimbra"
"Queluz","In the city of Queluz, we highlight two extremely important monuments, the beautiful Palace of Queluz, often called the Portuguese Versailles and the D. Maria I Guesthouse, which once housed the Royal Guard of the King.\n\nThe Palace of Queluz with beautiful décor filled with pieces of enormous value, became the official royal residence, in particular, the Portuguese Prince Regent, the future D. João VI, as well as his family, to the Royal family's escape to Brazil because of the French invasions. In this Palace D. Pedro IV or D. Pedro I of Brazil was born. He also served as a discreet place of incarceration for Queen Maria I, The Insane, while her madness continued to worsen after the death of D. Pedro.","https://www.portugalrotasetours.com/pt/tour/tour-queluz-sintra"
"Funchal","The old lanes, wide 20th-century boulevards and pretty squares of central West Funchal are where you’ll find some of Madeira’s top experiences, its best shopping and most interesting museums. It’s also the busiest part of the island with yellow buses, street cafes and shoppers from outside Funchal packing the streets from morning until sundown.\n\nEast Funchal is all about the Zona Velha, an old fishers’ neighbourhood that until recently was a rundown and almost lifeless area. Today it’s been transformed into a hip quarter packed with bars, galleries, shops and restaurants and is the place to head in Funchal come nightfall. The stellar attraction on the edge of the Zona Velha is the Mercado dos Lavradores, Funchal’s vibrant market.","https://www.lonelyplanet.com/portugal/funchal"
"Cacem","Santiago do Cacém is a peaceful town in the south of Portugal, whose origins date back to remote times. In the Roman period, it was an important town situated on the road linking Lisbon to the Algarve, a factor which greatly contributed to its development.\n\nThe definitive Christian conquest of the town took place in the thirteenth century in 1217, being achieved by the forces led by D. Afonso II, although there had been an earlier conquest in 1157 by the Knights Templar. It was around this time that the castle originally founded by the Moors was rebuilt. Other buildings of historical and architectural interest are the thirteenth-century parish church and the seventeenth-century chapel of São Pedro.\n\nNo visit to this region would be complete without a trip to the nearby ruins of Miróbriga, an important livestock farming centre and spa in Roman times. The archaeological site includes an important urban nucleus encompassing a hippodrome, several houses (some of which have mural paintings) and a clearly defined acropolis, where the forum and public baths are quite visible.","https://www.visitportugal.com/en/NR/exeres/2E42BEB7-3958-463F-9601-89A6C3A1B4F2"
"Vila Nova de Gaia","Vila Nova de Gaia (simply 'Gaia' to locals) wings you back to the 17th-century beginnings of port-wine production, when British merchants transformed wine into the post-dinner tipple of choice by adding a dash of brandy. Their grand lodges sit imposingly astride the Douro, inviting you for tours of barrel-lined cellars, tastings, and dinner at rooftop terraces with twinkling views of the historic centre opposite.","https://www.lonelyplanet.com/portugal/porto/vila-nova-de-gaia"
"Scarborough","Scarborough is the region of Toronto hugging the city’s eastern fringe. Known by Torontonians as a mosaic of different ethnic cultures, Scarborough is also known for its breathtaking natural scenery.\n\nExplore the Scarborough Bluffs, giant clay cliffs spanning nearly 15 kilometres, while taking in all the natural beauty Lake Ontario has to offer. The Rouge River, running along the eastern edge of Scarborough, is one of the last Southern-Ontario areas untouched by development since the arrival of 17th Century French fur traders. The 47-sq-km Rouge Park is the first National Urban Park in Canada and encompasses First Nations archeological sites.\n\nFeeling hungry? Sample one of Scarborough’s many authentic Asian restaurants, from Filipino to South Indian to Northwestern Chinese.\n\nIf you’re looking to entertain everyone in the family, head on over to the Toronto Zoo, located right along the Rouge River. See fauna from all around the world including Giant Pandas!","https://www.seetorontonow.com/explore-toronto/neighbourhoods/scarborough/"
"Toronto","Witness a French-infused city that's in love with festivals, the arts, good food, living well and enjoying life to the hilt.\n\nCuisine Capital\n\nBlessed with one of the most exciting food scenes in North America, Montréal brims with temples dedicated to Kamouraska lamb, Arctic char and, of course, poutine (fries smothered in cheese curds and gravy). You’ll find irresistible patisseries, English pubs, 80-plus-year-old Jewish delis and magnificent food markets reminiscent of Paris. There are hipster bars with tiny bowling alleys, vegetarian options galore and innumerable cafes in which to while away a lazy afternoon. And there are late-night eateries where you can linger over wondrous combinations of food and drink that you'll find nowhere else on earth.\n\nFestivals Galore\n\nToronto may be Canada’s economic capital, but Montréal remains the country’s cultural juggernaut. The city, standard bearer of an entire linguistic-cultural identity – francophone Canada – simply lives for public celebration of the arts. There are some 250 theater and dance companies, more than 90 festivals and a fascinating medley of neighborhoods where artists, writers and musicians have helped cement the city’s reputation as a great arts center. The Festival International de Jazz de Montréal is the headline event, followed by parties dedicated to world cinema, comedy and gay pride.\n\nCity of Design\n\nMontréal is a slice of old Europe in a pie of contemporary design. A day’s wander might take in the photogenic 18th-century facades of Old Montréal before a cycling tour of the lovely Canal de Lachine, or a wander through the glittering shops and restaurants of downtown before ending at the inviting terraced cafes of Plateau Mont-Royal. The architectural sweep of the city takes in a wealth of heritage churches such as the breathtaking Basilique Notre-Dame, as well as 20th-century icons like the Stade Olympique and Habitat 67. Montréal's hotels and museums additionally push the edges of contemporary interior design.\n\nWinter Wonderland\n\nThe Québécois love their summers and autumnal colors, but it is the winter that defines much of their lives, which slow down and become more insular in the grip of those long, dark months. With that said, the passion for life that animates Canadian francophones does not truly dim in the cold, but is rather celebrated around cozy fireplaces, in friendly pubs, at steaming sugar shacks, and, of course, on the slopes of local mountains via skis, snowboards and toboggans.","https://www.lonelyplanet.com/canada/montreal"
"Calgary","Calgary will surprise you with its beauty, cool eateries, nightlife beyond honky-tonk, and long, worthwhile to-do list. Calgarians aren’t known for their modesty; it’s their self-love and can-do attitude that got them through disastrous flooding in 2013 and, in 2016, saw them helping residents of wildfire-stricken Fort McMurray with unquestioning generosity. We mustn’t forget – Calgary also hosted the highly successful 1988 Winter Olympics, elected North America’s first Muslim mayor, and throws one of Canada’s biggest festivals, the Calgary Stampede.\n\nThe city is waking up and smelling the single-origin home-roasted coffee, too, with top-notch craft bars, boutique shops, restaurants and entertainment venues exhibiting more color and experimentation. Long stretches of riverside jogging and even a lone surfing spot make for outdoor activities that other cities can't hold a candle to. The longer you stay, the more there is to surprise you.\n\n","https://www.lonelyplanet.com/canada/alberta/calgary"
"Montreal","Witness a French-infused city that's in love with festivals, the arts, good food, living well and enjoying life to the hilt.\n\nCuisine Capital\n\nBlessed with one of the most exciting food scenes in North America, Montréal brims with temples dedicated to Kamouraska lamb, Arctic char and, of course, poutine (fries smothered in cheese curds and gravy). You’ll find irresistible patisseries, English pubs, 80-plus-year-old Jewish delis and magnificent food markets reminiscent of Paris. There are hipster bars with tiny bowling alleys, vegetarian options galore and innumerable cafes in which to while away a lazy afternoon. And there are late-night eateries where you can linger over wondrous combinations of food and drink that you'll find nowhere else on earth.\n\nFestivals Galore\n\nToronto may be Canada’s economic capital, but Montréal remains the country’s cultural juggernaut. The city, standard bearer of an entire linguistic-cultural identity – francophone Canada – simply lives for public celebration of the arts. There are some 250 theater and dance companies, more than 90 festivals and a fascinating medley of neighborhoods where artists, wriDescriptions of Ottawa read like an appealing dating profile: dynamic, gregarious, bilingual, likes kids and long walks along the river. In person, the attractive capital fits the bill.\n\nCanada's gargantuan Gothic Parliament buildings regally anchor the downtown core, an inspiring jumble of pulsing districts around the Rideau Canal. A few days' worth of world-class museums are architecturally inspiring homes to a variety of intriguing collections.\n\nParks, gardens and wide, open public spaces pay an accessible and year-round homage to all four seasons. Average temperatures are well below 0°C from December to March, but locals celebrate the city's longest-seeming season with a bunch of outdoor pursuits. Many skate to work or school on the frozen canal, while the Winterlude festival sees fantastical ice sculptures. As spring clicks to summer, auspicious tulips cheer the downtown, followed by vibrant fall leaves that line the streets with eye-popping reds and yellows.ters and musicians have helped cement the city’s reputation as a great arts center. The Festival International de Jazz de Montréal is the headline event, followed by parties dedicated to world cinema, comedy and gay pride.\n\nCity of Design\n\nMontréal is a slice of old Europe in a pie of contemporary design. A day’s wander might take in the photogenic 18th-century facades of Old Montréal before a cycling tour of the lovely Canal de Lachine, or a wander through the glittering shops and restaurants of downtown before ending at the inviting terraced cafes of Plateau Mont-Royal. The architectural sweep of the city takes in a wealth of heritage churches such as the breathtaking Basilique Notre-Dame, as well as 20th-century icons like the Stade Olympique and Habitat 67. Montréal's hotels and museums additionally push the edges of contemporary interior design.\n\nWinter Wonderland\n\nThe Québécois love their summers and autumnal colors, but it is the winter that defines much of their lives, which slow down and become more insular in the grip of those long, dark months. With that said, the passion for life that animates Canadian francophones does not truly dim in the cold, but is rather celebrated around cozy fireplaces, in friendly pubs, at steaming sugar shacks, and, of course, on the slopes of local mountains via skis, snowboards and toboggans.","https://www.lonelyplanet.com/canada/montreal"
"Ottawa","Descriptions of Ottawa read like an appealing dating profile: dynamic, gregarious, bilingual, likes kids and long walks along the river. In person, the attractive capital fits the bill.\n\nCanada's gargantuan Gothic Parliament buildings regally anchor the downtown core, an inspiring jumble of pulsing districts around the Rideau Canal. A few days' worth of world-class museums are architecturally inspiring homes to a variety of intriguing collections.\n\nParks, gardens and wide, open public spaces pay an accessible and year-round homage to all four seasons. Average temperatures are well below 0°C from December to March, but locals celebrate the city's longest-seeming season with a bunch of outdoor pursuits. Many skate to work or school on the frozen canal, while the Winterlude festival sees fantastical ice sculptures. As spring clicks to summer, auspicious tulips cheer the downtown, followed by vibrant fall leaves that line the streets with eye-popping reds and yellows.","https://www.lonelyplanet.com/canada/ontario/ottawa"
"Edmonton","Modern, spread out and frigidly cold for much of the year, Alberta’s second-largest city and capital is a government town that you’re more likely to read about in the business pages than the travel supplements. Edmonton is often a stopover en route to Jasper National Park, which is four hours' drive west, or for explorations into the vast and empty landscape to the north.\n\nDowntown has changed a lot in the past few years since Roger's Place was completed. Chic upscale shops and eateries are in stark contrast to the homeless outside. For the soul of the city, head south of the river to the university district and Whyte Ave, home to small theaters, diners and a spirited Friday-night mood. Edmonton also has a few decent museums, an annual fringe festival second only to Edinburgh's, and some top nearby sights like the Ukrainian Cultural Village and Elk Island National Park.","https://www.lonelyplanet.com/canada/alberta/edmonton"
"Mississauga","Toronto’s largest suburb, Mississauga is Canada’s sixth most populated city. It sits to the west of Toronto on the shores of Lake Ontario, spanning for over 280 square kilometres.\n\nAlthough Mississauga was only established as a city in 1974, it dates back to the 1600s when European settlers arrived. It later became a town, followed by having city status, but due to its history, it is home to plenty of historic sites. It is also home to Lester B. Pearson International Airport, which is Canada’s largest and busiest air hub. Today Mississauga is still growing and is fast becoming a major business centre. It also has a thriving arts community, shopping centres, recreational areas and quant villages.","https://www.thecrazytourist.com/15-best-things-mississauga-ontario-canada/"
"North York","The capital of Ontario, Toronto is the epitome of Canada cool. Be sure to make the 90-minute drive to Niagara Falls and soak up the view from the ‘prettier’ side of the falls. Root for hometown ice-hockey heroes the Toronto Maple Leafs, or watch baseball’s Blue Jays and NBA’s Toronto Raptors in action. Take in some history at the Royal Ontario Museum, shop until you drop at Eaton Centre and sample cuisines from all over the world thanks to the city’s diverse population. Head to the Entertainment District for a night on the town, or check out the edgy music scene at Massey Hall or Glenn Gould Studio.","https://www.rome2rio.com/s/Downtown-Toronto/North-York"
"Winnipeg","Winnipeg surprises. Rising above the prairie, it's a metropolis where you least expect it. Cultured, confident and captivating, it's more than just a pit stop on the Trans-Canada haul, but a destination in its own right, with a couple of world-class museums and a wonderfully diverse dining scene. Explore its boom of craft beer breweries and specialty coffee shops, wander its historic neighborhoods and lap up a vibe that both enjoys being the butt of a Simpsons joke ('That's it! Back to Winnipeg!') and revels in one of the world's best fringe theater festivals.","https://www.lonelyplanet.com/canada/manitoba/winnipeg"
"Vancouver","Explorable neighborhoods, drink-and-dine delights and memorable cultural and outdoor activities framed by striking natural vistas – there's a superfluity of reasons to fall for this ocean-fringed metropolis.\n\nTaste-Tripping\n\nDon't tell the rest of the country but Vancouver is Canada’s dine-out capital. Abandon your diet and dive right into North America's best Asian cuisine, from chatty Chinese restaurants to Vietnamese banh mi sandwich joints, or unleash your appetite on a rich smorgasbord of fresh-caught local seafood, including seasonal spot prawns and succulent wild salmon. The farm-to-table movement has also reinvigorated West Coast cuisine here – anyone for Fraser Valley lamb with a side of foraged morels? And we haven't even started on Vancouver’s thirst-slaking craft-beer scene, pouring the nation’s finest IPAs, sours and more.\n\nNeighbourhood Villages\n\nDowntown is just the start of Vancouver. Walk or hop public transit and within minutes you'll be hanging with the locals in one of the city's diverse and distinctive mini-districts. Whether discovering the independent boutiques of Main St or the coffee shops of Commercial Dr, the redbrick bars of Gastown or the heritage-house beachfronts of Kitsilano, you'll find this city ideal for easy-access urban exploration. Just be sure to chat to the locals wherever you go: they might seem shy or aloof at first, but Vancouverites love talking up their town and regaling you with their personal recommendations.\n\nCulture Hub\n\nThere's a multi-textured canvas of creativity to pore over in this city. Dig deeply and you'll find an eclectically diverse grassroots scene that operates like a locavore movement for culture fans. Mingle with the regulars at indie festivals, sparkling theatrical events, toe-tapping live music, waterfront Shakespeare shows and a camera-ready menagerie of eye-popping public art. There’s also a savor-worthy menu of independent galleries, a large public gallery that’s about to break-ground on a grand new building, and a huge, party-like open-house art crawl that lures locals and visitors every November.\n\nOutdoor Wonderland\n\nThose snow-capped giants peeking at you from between downtown's glass towers? They're less than 30 minutes away by car. Vancouverites really can ski in the morning and hit the beach in the afternoon – although it's far more relaxing to chill out and take your time. The city's North Shore nature doorstep offers snow sports, mountain biking and rainforest hiking trails, while the city itself is studded with sandy shorelines, kayaking routes, verdant gardens and Canada's urban green-space jewel, the mighty and highly beloved Stanley Park.","https://www.lonelyplanet.com/canada/vancouver"
"Warsaw","The capital of Poland is a meeting place for politicians, economists and artists of all nationalities.Warsaw's 1.7 million inhabitants are known for their sense of humour and hard-working tradition. It took them 15 years, with the help of the entire nation, to rebuild their beloved city — 84% of which was razed to the ground during World War II.\n\nThe scenic Old Town and its Market Square, with its mansard-roofed houses, attract artists and tourists. Here, the wine cellars and elegant restaurants are buzzing, and there is always a table waiting for new guests. Warsaw's St John's Cathedral is the national Pantheon and not far from it is the King's Castle, which was the residence of the last Polish king. The most elegant houses in Warsaw line the Royal Route, which links the three royal residences: the King's Castle, Łazienki Palace and Park and Wilanów Palace. Among the numerous neo-classical buildings in Royal Łazienki Park, the most impressive is the Palace on the Water, which is on a picturesque island. A particularly beautiful landmark is the Frederic Chopin Monument. The music of Frederic Chopin is played here by celebrated pianists every Sunday in summer.\n\nWilanów Palace is an outstanding example of the Baroque style in Poland. It belonged to King Jan III Sobieski, who is remembered for his victory over the Turks at the Battle of Vienna in 1683. Like other major cities in Europe, Warsaw offers a great variety of entertainment, including theatre, cabaret shows, film festivals and concerts by famous opera soloists, pop stars and classical music performers. Warsaw hosts one of the world's most prestigious cultural events: the Chopin International Piano Competition, which is organised every five years. The city also hosts the International Festival of Contemporary Music, Warsaw Autumn, and the Mozart Festival.\n\nToday Warsaw is a city with many faces where tradition mingles with modernity.\n\nFrom the terrace on Zamkowy Square, where the Royal Castle and St. Anne's Church are located, there is an excellent view of the brand new Świętokrzyski Bridge. The familiar, dominant silhouette of the Palace of Culture and Science in the city centre now shares the city's skyline with numerous modern office towers. You can feel the breath of history in the Old Town, on Nowy Świat Street and everywhere where the city's roots have been preserved.","https://www.poland.travel/en/cities/warsaw"
"Łódź","Łódź is one of Poland’s largest and the youngest cities. In its heyday the city played a key role in Poland’s Industrial Revolution and was one of the most multicultural and industrial centers in Europe. Today, bursting with creative energy, it’s a city well suited for artists, film makers and free thinkers. In 2017 Łódź was inducted into the UNESCO Creative Cities Network and named UNESCO City of Film. Lonely Planet named Łódź as the 2nd Best Value Destination for 2019. Please visit the official Łódź travel portal for more information.","https://www.poland.travel/en/cities/lodz"
"Krakow","As the capital of the Małopolskie Province, Kraków is best recognized for its priceless historical monuments of culture and art. Kraków is also Poland's former royal capital and one of the most attractive spots on the tourist map of Europe. Besides history, art and an atmosphere all of its own, Kraków offers visitors entertainment and leisure: theatres, cabarets, clubs, cafes, bars, wine cellars and restaurants having something to offer for everyone. International festivals and other events are held either in the Main Market Square or at the foot of the Wawel Castle. For more information please visit Kraków's official travel portal.","https://www.poland.travel/en/cities/krakow"
"Wrocław","Wrocław is the capital city of Lower Silesia province. Overlooking the waters of the Oder River for over a thousand years, the city is unique in that it has 12 islands and 112 bridges. Bearing the traces of the Czech, German and Polish rule, the present-day city of Wrocław is a true European melting pot. Please visit the official Wrocław travel portal for more information.","https://www.poland.travel/en/cities/wroclaw"
"Poznan","Poznan is the historical capital of Greater Poland — a region in central-western Poland. It carries many ages of tradition, reaching back to the 10th century, and the beginnings of the Polish nation. As a modern and vibrant European city, Poznan retains its historical grace with classical period architecture and colorful old town. Poznan is the center of industry, trade, logistics, and business tourism. The city is a host of the annual Poznan International Fair — Poland's oldest and largest event of this type. In 2019 Poznan was voted fifth best city on the Best European Travel Destinations list.","https://www.poland.travel/en/cities/poznan"
"Gdańsk","The Tri-city Area of Gdańsk, Sopot, and Gdynia showcase some of Poland’s best features. Located in the Pomorskie Province, these cities give visitors a taste of Poland’s natural beauty, arts and culture, interesting history, enterprising spirit, and impressive beaches all in one place. This makes it the ideal vacation site for tourists who want to try to experience as many different sides of Poland as possible. Please visit the official Gdańsk travel portal for more information.","https://www.poland.travel/en/cities/gdansk-and-tricity"
"Szczecin","Szczecin - capital of West PomeraniaSzczecin the historic capital of the West Pomerania region is situated at the beginning of the estuary of the Oder River (Odra), some 65 km from the Baltic Sea. Many centuries ago this region was the ducal territory of the aristocratic Griffin dynasty and the scene of stormy history which saw the numerous incorporations of Szczecin into other countries, Sweden, Prussia and Poland. For centuries this was a land of cross roads, from Western to Eastern Europe and from Scandinavia to Southern Europe. Today Szczecin is not only the capital city of the West Pomeranian Province but is also the major city of the whole Pomerania Euroregion. It has become the centre of trade and industry, education and culture and a place with a developing tourist industry. Although the old image of the city has greatly changed it still enchants visitors with its charming places of interest and secession architecture which in itself is an invitation to explore and see more of the city.\n\nFollow the red line\n\nAs you walk through the city you may notice a broken red line running along the pavement, the meaning of which is a mystery to many people. In fact this is a special way of marking the tourist route that can lead you to the most important sights in Szczecin. During a walk that may last a few hours you can visit the Old Market and see its most spectacular sights. The route starts near the main railway station (Dworzec Główny PKP) and leads us around forty two landmarks. Many people visiting the city will without doubt appreciate the help of this special route map, which is 'printed' in Polish, English and German. A must-see tourist destination is the Dukes of Pomerania Castle (Zamek Książąt Pomorskich), which was once the centre of the aristocratic Pomeranian Griffin dynasty. It was extensively damaged during Allied air raids in 1944 and rebuilt after the war in the Renaissance style. The castle has five wings, two courtyards and four prominent towers soaring above the panorama of the city centre. It is worthwhile stopping in the largest courtyard, below the astronomic clock that has been 'counting' time since 1693. Aficionados of older architecture styles will be delighted to see the unique City Gates dating from the 18th century and whose richly ornamented facades resemble triumphal arches. Another place worth visiting is St. Jacob's Cathedral. It dates back to the 12th century and has been rebuilt several times. Its interiors are truly impressive. There are Gothic triptychs, Baroque tombs, a baptismal font and numerous epitaphs. Below the altar is the reliquary with the relics of St. Otton. On the eastern wall is the largest stained glass window in Pomorze Zachodnie (87 sq m), depicting the Mother of the Church with the Infant, the Holy Spirit and other figures who had some part in the history of the church in the Szczecin region. In front of the Cathedral you cannot overlook the Bell called, 'The Great Bell' ('Wielki') dating from 1682. The house on the corner of Farna Street (ul. Farna) and Mariacki Square (pl. Mariackiego) is of particular interest because it is here that on 2nd May 1729 Sophie Augusta Frederica von Anhalt-Zerbst, the future Tsarina of Russia, Catherine II, was born.\n\nHarbour city\n\nThe city of Szczecin, with its bridges, cranes and dockyards stretches along the banks of the Oder River (Odra). The seaport of Szczecin-Świnoujście as well as the shipyard, fourth in size in Europe, gives Szczecin a unique maritime character. The distinctive embankment, the so called Chrobry's Walls (Wały Chrobrego) is the emblem of the capital of West Pomerania.The Walls are 500 metre long terraces which were constructed at the initiative of Hermann Haken, who was the mayor of Szczecin at the beginning of 20th century. Wały Chrobrego are located in a very special place as they are in the proximity of the impressive architecture of the public utility buildings, the Maritime University, the National Museum and the Province Office. From here you have a splendid view extending over the right bank of the Oder, its estuary and port canals, islands and the harbour. It will come as no surprise that this is one of the most popular places for promenades for the citizens of Szczecin. It is here that the summer festival, Days of the Sea, is held. At the bottom of Chrobry's Walls is one of the most beautiful squares in Szczecin – Defenders of Westerplatte Square (Plac Obrońców Westerplatte), adorned with a huge fountain incorporated in the stone of the Walls. On the both sides of the fountain, in niches above mascarons there are two monuments. On the left is Jan z Kolna (Jan with an anchor), the legendary discoverer of America, and on the right there is Jan Wyszak (holding a ship's wheel), corsair from Szczecin, miraculously saved from Danish captivity. From here the Marine Station (Dworzec Morski) is just a short distance and we recommend a one-hour boat trip around the harbour and the entry to the shipyard, where in their gantries, 'marine giants', are under construction.\n\nAn echo of Paris on the Oder\n\nWhen entering the Grunwaldzki Square (Plac Grunwaldzki), the largest square in Szczecin, it is important to know that it was built after the fashion of the Star, the l'Etiolle in Paris, the round meeting point of eight radial streets. The Parisian architect, Haussmann, is to be credited with the design of these star-like meetings points joining squares and roads in Paris. A replica, on a smaller scale of the Parisian model of a wide, plant and treelined avenue lined with contemporary art, leads from Grunwaldzki Square to the Provincial Office. You will not find the Eiffel Tower in Szczecin but we recommend a cup of coffee in Café 22 a mere 80 metre above ground for the spectacular view of the Old and New Town.\n\nOmnipresent greenery\n\nSzczecin is a real paradise for those fond of walking. As much as 20 per cent of the area of the city is filled by parks and greenery. Park Kasprowicza is without doubt the most popular spot in the city. It was established in the 19th century and covers 49 ha of uneven hills. Its diverse, exotic plants attract visitors in all seasons. Here you will find shady, quiet paths as well as sunny clearings, the picturesque Rusałka Lake, lively playgrounds, a café and an open air theater. The Polish Community Work Monument (Pomnik Czynu Polaków) is definitely worth a stop. It represents three bronze eagles rising from a nest, symbolizing the three generations of Polish people who reconstructed Szczecin after the war. Jasne Błonia, a bright, verdant area of land spread out to the north of City Hall is another place that visitors should not miss. The park has been designed around the rows of plane trees at the sides of the vast lawn containing flower beds. The more than two hundred trees, which are on the Natural Monuments list, give Jasne Błonia a unique charm. In the centre of the park there is a monument to John Paul II, commemorating his visit in 1987. Visiting the Central Cemetery, one of the largest burial grounds in Europe, is also highly recommended. It is spread over more than 160 ha. On entering the grounds through the neo-romantic Main Gate from the street with a very meaningful name, 'Towards the Sun' ('Ku Słońcu') visitors will quickly notice that the cemetery resembles a park with many species of trees and shrubs, often exotic ones, such as the Serbian spruce, the Korean fir and the maidenhair tree. The Emerald Lake (Jezioro Szmaragdowe) which is outside the city, right in the heart of the Bukowa Forest (Puszcza Bukowa) captivates visitors with its magical air. Its name is derived from the colour of the water which fills the former chalk mine. Nearby from the viewing terrace there is a panorama of the lower Oder and the city of Szczecin.\n\nCultural Castle\n\nOnce the historic seat of the aristocratic Pomerania Griffin dynasty the castle was rebuilt after the destruction of war and now houses The Pomeranian Dukes' Castle Institute and is one of the most important centers of culture in West Pomerania. Chamber music, classical music concerts as well as choir recitals, among them, Candlelit Chamber Music Concerts and the Promenade Concerts during summertime are held in a small courtyard with the Stage Concerts held in the larger courtyard. Among the performers are ensembles and soloists from all over the world (Goran Bregovič, Vadim Brodsky, Jose Carreras, Jean-Marc Fessard, Barbara Hendricks, Konstanty Andrzej Kulka, Chuck Mangione, Valerij Oistrach, Pat Metheny, Al di Meola). The castle contains art galleries and every year some forty exhibitions, photography, history and art, are held.","https://www.poland.travel/en/cities/szczecin-–-the-historic-capital-of-the-west-pomerania"
"Bydgoszcz","Bydgoszcz is a city located on the Vistula and Brda rivers in Northern Poland, and it is best recognized for its beautiful waterfront and Art Nouveau style buildings. This eight-largest city in Poland serves as one of two capitals, Toruń being the second, of the Kujawsko-Pomorskie region. Bydgoszcz is also the location of Poland’s largest city park. Even the most urban areas of Bydgoszcz have a remarkable amount of green space, providing an excellent balance between the conveniences of city life and the relaxing effect of being close to nature. Please visit the official Bydgoszcz travel portal for more information.","https://www.poland.travel/en/cities/bydgoszcz"
"Lublin","Lublin is one the premier cities in Eastern Poland and the Lubelskie Province. As the largest city east of the Vistula River and just 100 miles away from Poland’s capital, it is known as the “gate to the East” and is an important educational and scientific center. For more information please visit the official Lublin travel portal.","https://www.poland.travel/en/cities/lublin"
"Katowice","The city of Katowice is the center of cultural and economic life in Upper Silesia – a region of the Silesia province, in southeastern Poland. A visit to Katowice is for those interested in an industrial setting, as this city is the cradle of Polish industry. Take a walk down its streets, and you will see evidence of 19th-century industrial buildings mixed with more modern constructions. Please visit the official Katowice travel portal for more information.","https://www.poland.travel/en/cities/katowice"
